Metadata_Source,Metadata_Plate,n
source_11,EC000113,3456
source_11,EC000117,3454
source_11,EC000121,3426
source_11,EC000123,3456
source_11,EC000131,3456
source_11,EC103-132DMSO2,3454
source_11,EC000071,3456
source_11,EC000078,3456
source_11,EC000159,3456
source_11,EC000079,3456
source_11,EC000108,3456
source_11,EC000109,3456
source_11,EC000115,3399
source_11,EC000120,3456
source_11,EC000124,3455
source_11,EC000127,3455
source_11,EC000129,3456
source_11,EC000118,3446
source_11,EC000122,3456
source_11,EC000126,3447
source_11,EC000130,3446
source_11,EC103-132DMSO1,3456
source_11,DMSO71-102_2,3456
source_11,EC000074,3449
source_11,EC000077,3456
source_11,EC000082,3455
source_11,EC000086,3456
source_11,EC000090,3456
source_11,EC000093,3456
source_11,EC000098,3444
source_11,EC000102,3456
source_13,CP-CC9-R1-01,3456
source_13,CP-CC9-R1-02,3456
source_13,CP-CC9-R1-08,3456
source_13,CP-CC9-R1-13,3456
source_13,CP-CC9-R2-13,3456
source_13,CP-CC9-R2-16,3456
source_13,CP-CC9-R2-20,3456
source_13,CP-CC9-R2-24,3456
source_13,CP-CC9-R2-28,3456
source_13,CP-CC9-R3-02,3456
source_13,CP-CC9-R3-05,3456
source_13,CP-CC9-R3-11,3455
source_13,CP-CC9-R3-15,3456
source_13,CP-CC9-R3-19,3456
source_13,CP-CC9-R3-23,3456
source_13,CP-CC9-R3-27,3456
source_13,CP-CC9-R4-04,3456
source_13,CP-CC9-R4-08,3456
source_13,CP-CC9-R4-12,3456
source_13,CP-CC9-R4-16,3456
source_13,CP-CC9-R4-21,3456
source_13,CP-CC9-R4-24,3456
source_13,CP-CC9-R4-28,3456
source_13,CP-CC9-R5-05,3456
source_13,CP-CC9-R5-09,3456
source_13,CP-CC9-R5-13,3456
source_13,CP-CC9-R5-17,3456
source_13,CP-CC9-R5-20,3456
source_13,CP-CC9-R5-23,3456
source_13,CP-CC9-R1-03,3456
source_13,CP-CC9-R1-07,3456
source_13,CP-CC9-R1-10,3456
source_13,CP-CC9-R1-12,3456
source_13,CP-CC9-R1-18,3456
source_13,CP-CC9-R1-22,3455
source_13,CP-CC9-R1-25,3456
source_13,CP-CC9-R2-01,3456
source_13,CP-CC9-R2-10,3456
source_13,CP-CC9-R2-05,3456
source_13,CP-CC9-R1-05,3456
source_13,CP-CC9-R1-06,3456
source_13,CP-CC9-R1-11,3456
source_13,CP-CC9-R1-15,3456
source_13,CP-CC9-R1-19,3456
source_13,CP-CC9-R1-23,3456
source_13,CP-CC9-R1-27,3456
source_13,CP-CC9-R2-02,3456
source_13,CP-CC9-R2-06,3456
source_13,CP-CC9-R2-11,3456
source_13,CP-CC9-R2-14,3456
source_13,CP-CC9-R2-18,3456
source_13,CP-CC9-R2-23,3456
source_13,CP-CC9-R2-26,3456
source_13,CP-CC9-R3-01,3456
source_13,CP-CC9-R3-06,3456
source_13,CP-CC9-R3-09,3456
source_13,CP-CC9-R3-13,3456
source_13,CP-CC9-R5-02,3456
source_13,CP-CC9-R5-28,3456
source_13,CP-CC9-R5-29,3456
source_13,CP-CC9-R6-29,3456
source_13,CP-CC9-R7-29,3456
source_13,CP-CC9-R1-04,3456
source_13,CP-CC9-R1-09,3456
source_13,CP-CC9-R2-12,3456
source_13,CP-CC9-R2-17,3456
source_13,CP-CC9-R2-21,3455
source_13,CP-CC9-R2-25,3456
source_13,CP-CC9-R2-27,3456
source_13,CP-CC9-R3-04,3456
source_13,CP-CC9-R3-08,3456
source_13,CP-CC9-R3-12,3456
source_13,CP-CC9-R3-16,3456
source_13,CP-CC9-R3-22,3456
source_13,CP-CC9-R3-24,3456
source_13,CP-CC9-R3-29,3456
source_13,CP-CC9-R4-05,3456
source_13,CP-CC9-R4-10,3456
source_13,CP-CC9-R4-14,3456
source_13,CP-CC9-R4-18,3456
source_13,CP-CC9-R4-20,3456
source_13,CP-CC9-R4-25,3456
source_13,CP-CC9-R5-01,3456
source_13,CP-CC9-R5-04,3456
source_13,CP-CC9-R5-08,3456
source_13,CP-CC9-R5-12,3456
source_13,CP-CC9-R5-16,3456
source_13,CP-CC9-R5-21,3456
source_13,CP-CC9-R5-25,3456
source_13,CP-CC9-R6-01,3456
source_13,CP-CC9-R6-19,3456
source_13,CP-CC9-R7-02,3456
source_13,CP-CC9-R8-02,3456
source_13,CP-CC9-R1-14,3456
source_13,CP-CC9-R2-22,3456
source_13,CP-CC9-R1-16,3456
source_13,CP-CC9-R1-21,3456
source_13,CP-CC9-R1-24,3456
source_13,CP-CC9-R1-28,3456
source_13,CP-CC9-R2-03,3456
source_13,CP-CC9-R2-07,3456
source_13,CP-CC9-R2-08,3456
source_13,CP-CC9-R2-15,3456
source_13,CP-CC9-R2-19,3456
source_13,CP-CC9-R5-26,3456
source_13,CP-CC9-R1-17,3456
source_13,CP-CC9-R1-20,3456
source_13,CP-CC9-R1-26,3456
source_13,CP-CC9-R1-29,3456
source_13,CP-CC9-R2-04,3456
source_13,CP-CC9-R2-09,3456
source_13,CP-CC9-R2-29,3456
source_13,CP-CC9-R3-03,3456
source_13,CP-CC9-R3-07,3456
source_13,CP-CC9-R3-10,3456
source_13,CP-CC9-R3-14,3456
source_13,CP-CC9-R3-18,3456
source_13,CP-CC9-R3-20,3456
source_13,CP-CC9-R3-26,3456
source_13,CP-CC9-R4-03,3456
source_13,CP-CC9-R4-06,3455
source_13,CP-CC9-R4-11,3456
source_13,CP-CC9-R4-15,3456
source_13,CP-CC9-R4-19,3455
source_13,CP-CC9-R4-23,3456
source_13,CP-CC9-R4-26,3456
source_13,CP-CC9-R5-03,3456
source_13,CP-CC9-R5-06,3456
source_13,CP-CC9-R5-11,3456
source_13,CP-CC9-R5-15,3456
source_13,CP-CC9-R5-18,3456
source_13,CP-CC9-R5-22,3456
source_13,CP-CC9-R3-17,3456
source_13,CP-CC9-R3-21,3456
source_13,CP-CC9-R3-25,3456
source_13,CP-CC9-R3-28,3456
source_13,CP-CC9-R4-07,3456
source_13,CP-CC9-R4-09,3456
source_13,CP-CC9-R4-13,3456
source_13,CP-CC9-R4-17,3456
source_13,CP-CC9-R4-27,3456
source_13,CP-CC9-R4-22,3456
source_13,CP-CC9-R5-07,3456
source_13,CP-CC9-R5-10,3456
source_13,CP-CC9-R5-14,3456
source_13,CP-CC9-R5-19,3456
source_13,CP-CC9-R5-24,3456
source_13,CP-CC9-R5-27,3456
source_13,CP-CC9-R6-02,3456
source_13,CP-CC9-R8-01,3456
source_13,CP-CC9-R7-28,3456
source_13,CP-CC9-R7-01,3456
source_13,CP-CC9-R6-28,3456
source_13,CP-CC9-R7-19,3456
